TABLE DR5. C & O ISOTOPIC DATA FOR THE LOMFJORDEN AND LOWER HINLOPENSTRETET SUPERGROUP CARBONATES,,,,,,,,,,,,,
Sample Name,Section,Section Height (m),Group,Formation,Member,Composite Height (m),Sample Age (Ma),UID,Session,𝞭13CVPDB,𝞭13CVPDB standard error,𝞭18OVPDB,𝞭18OVPDB startdard error
G7-83,G7,83,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4790.8,797.9055967,25316,20240919,-2.72,0.03,-5.53,0.039
PD4-51,PD4,51,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4791.183673,797.8898077,9248,20190201,-3.03,0.007,-5.85,0.01
R1-244.2,R1,244.2,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4791.620625,797.8718261,7560,20180922,-1.73,0.006,-5.48,0.011
G7-84,G7,84,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4791.8,797.8644444,25317,20240919,-3.97,0.0021,-3.92,0.0055
PD4-52.1,PD4,52.1,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4791.834694,797.8630167,9249,20190201,-2.59,0.01,-6.11,0.016
R1-246,R1,246,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4792.675568,797.8284128,7561,20180922,-1.94,0.006,-5.92,0.009
G7-85,G7,85,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4792.8,797.8232922,25318,20240919,-2.76,0.0269,-4.47,0.0367
R1-248,R1,248,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4793.847727,797.7801758,7562,20180922,-1.49,0.006,-6.42,0.007
R1-249.9,R1,249.9,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4794.961278,797.7343507,7563,20180922,-1.47,0.002,-6.17,0.008
G7-87.5,G7,87.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4795.3,797.7204115,25319,20240919,-2.3,0.0839,-4.85,0.4551
R1-252,R1,252,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4796.192045,797.6837018,7564,20180922,-1.32,0.007,-5.9,0.011
G7-88.5,G7,88.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4796.3,797.6792593,25374,20240923,-2.7,0.0115,-4.29,0.0133
R1-254,R1,254,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4797.364205,797.6354648,7565,20180922,-1.64,0.006,-6.17,0.006
R1-256,R1,256,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4798.536364,797.5872278,7567,20180922,-2.2,0.01,-6.46,0.015
R1-258,R1,258,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4799.708523,797.5389908,7568,20180922,-0.97,0.006,-5.05,0.011
PD4-66.5,PD4,66.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4800.357143,797.5122986,9251,20190201,-2.45,0.004,-8.13,0.003
PD4-67,PD4,67,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4800.653061,797.5001209,9253,20190201,-2.83,0.008,-7.77,0.011
R1-259.9-MATRIX,R1,259.9,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4800.822074,797.4931657,7566,20180922,-1.55,0.003,-6.34,0.01
R1-259.9-CLAST,R1,259.9,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4800.822074,797.4931657,7569,20180922,-1.62,0.003,-6.3,0.006
R1-262,R1,262,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4802.052841,797.4425168,7571,20180922,-1.64,0.006,-6.26,0.011
R1-264-BROWN,R1,264,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4803.225,797.3942798,7572,20180922,-2,0.01,-7.05,0.017
R1-264-GREY,R1,264,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4803.225,797.3942798,7573,20180922,-1.53,0.009,-6.28,0.015
G6-2.9,G6,2.9,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4803.7,797.3747325,25114,20240905,-3.33,0.003,-6.48,0.0129
G6-3,G6,3,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4803.8,797.3706173,25120,20240905,-2.6,0.0023,-3.01,0.0078
R1-266.1,R1,266.1,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4804.455767,797.343631,7574,20180922,-1.62,0.003,-6.38,0.009
G6-4,G6,4,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4804.8,797.329465,25124,20240905,-3.8,0.0053,-2.73,0.0045
PD4-75,PD4,75,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4805.387755,797.3052776,9250,20190201,-1.18,0.004,-10.22,0.007
R1-268-MATRIX,R1,268,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4805.569318,797.2978058,7576,20180922,-1.55,0.005,-6.21,0.009
R1-268-CLAST,R1,268,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4805.569318,797.2978058,7577,20180922,-1.84,0.004,-7.17,0.014
R1-270-BROWN,R1,270,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4806.741477,797.2495688,7575,20180922,-1.6,0.003,-6.49,0.004
R1-270-RED,R1,270,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4806.741477,797.2495688,7579,20180922,-1.36,0.005,-5.38,0.006
PD4-79,PD4,79,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4807.755102,797.2078559,9256,20190201,-2.46,0.007,-6.39,0.013
G6-8,G6,8,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4808.8,797.164856,25302,20240919,-1.87,0.0223,-3.36,0.0235
R1-275-MATRIX,R1,275,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4809.671875,797.1289763,7580,20180922,0.06,0.002,-5.53,0.008
R1-275-CLAST,R1,275,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4809.671875,797.1289763,7582,20180922,0.98,0.008,-6.14,0.013
R1-277-BROWN,R1,277,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4810.844034,797.0807393,7583,20180922,-0.98,0.007,-5.3,0.01
R1-277-GREY,R1,277,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4810.844034,797.0807393,7584,20180922,-0.93,0.005,-5.32,0.012
R1-279-BLACK,R1,279,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4812.016193,797.0325023,7724,20180928,-0.78,0.006,-5.06,0.013
R1-279-BROWN,R1,279,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4812.016193,797.0325023,7725,20180928,0.95,0.007,-6.19,0.013
G6-12.2,G6,12.2,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4813,796.9920165,25181,20240906,-1.48,0.0062,-2.88,0.0257
PD4-88,PD4,88,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4813.081633,796.9886571,9257,20190201,-1.53,0.005,-5.68,0.006
R1-281.2-BLACK,R1,281.2,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4813.305568,796.9794416,7726,20180928,-0.96,0.003,-5.3,0.009
R1-281.2-BROWN,R1,281.2,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4813.305568,796.9794416,7727,20180928,0.13,0.006,-6.44,0.013
PD4-89,PD4,89,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4813.673469,796.9643017,9258,20190201,-3.03,0.011,-5.5,0.014
R1-283,R1,283,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4814.360511,796.9360283,7581,20180922,-1.21,0.004,-6.09,0.01
R1-285,R1,285,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4815.53267,796.8877913,7729,20180928,-1.9,0.006,-4.91,0.008
R1-287.2,R1,287.2,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4816.822045,796.8347306,7730,20180928,-2.93,0.007,-6.35,0.007
PD4-96,PD4,96,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4817.816327,796.7938137,9261,20190201,-2.87,0.01,-5.12,0.013
R1-289.4,R1,289.4,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4818.11142,796.7816699,7732,20180928,-2.55,0.006,-5.4,0.006
PD4-98,PD4,98,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4819,796.7451029,9263,20190201,-2.98,0.01,-4.41,0.025
R1-291,R1,291,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4819.049148,796.7430803,7733,20180928,-2.39,0.011,-4.39,0.019
PD4-100,PD4,100,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4820.183673,796.696392,9262,20190201,-3.31,0.003,-4.69,0.003
R1-293,R1,293,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4820.221307,796.6948433,7734,20180928,-1.82,0.003,-5.4,0.005
PD4-101,PD4,101,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4820.77551,796.6720366,9259,20190201,-4.38,0.006,-4.02,0.006
G6-20.5,G6,20.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4821.3,796.6504527,25115,20240905,-0.56,0.0116,-5.31,0.0092
PD4-102,PD4,102,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4821.367347,796.6476812,9255,20190201,-2.69,0.012,-5.68,0.008
R1-295-MATRIX,R1,295,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4821.393466,796.6466063,7736,20180928,-2.58,0.006,-5.61,0.008
R1-295-CLAST,R1,295,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4821.393466,796.6466063,7737,20180928,-2.3,0.006,-6.33,0.009
PD4-104,PD4,104,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4822.55102,796.5989704,9254,20190201,-2.28,0.004,-4.47,0.007
R1-297,R1,297,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4822.565625,796.5983693,7735,20180928,-1.49,0.011,-5.77,0.012
G6-22.2,G6,22.2,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4823,796.5804938,25116,20240905,-0.96,0.0099,-3.12,0.0159
PD4-105,PD4,105,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4823.142857,796.5746149,9265,20190201,-2.36,0.006,-4,0.02
R1-299.4,R1,299.4,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4823.972216,796.5404849,7728,20180928,-2.55,0.009,-4.48,0.01
G6-23.5,G6,23.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4824.3,796.5269959,25117,20240905,-1.12,0.0192,-5.18,0.0282
PD4-107,PD4,107,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4824.326531,796.5259041,9266,20190201,-2.54,0.009,-4.58,0.008
R1-301,R1,301,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4824.909943,796.5018953,7738,20180928,-2.11,0.007,-5.66,0.01
PD4-109,PD4,109,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4825.510204,796.4771932,9269,20190201,-1.6,0.007,-4.54,0.015
PD4-110.5,PD4,110.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4826.397959,796.4406601,9267,20190201,-2.28,0.006,-6.86,0.009
PD4-111.4,PD4,111.4,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4826.930612,796.4187402,9271,20190201,-2.5,0.007,-7.59,0.011
G6-27,G6,27,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4827.8,796.382963,25118,20240905,-1.86,0.0171,-2.79,0.0325
R1-306,R1,306,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4827.840341,796.3813028,7740,20180928,-2.16,0.006,-4.59,0.012
R1-307.8,R1,307.8,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4828.895284,796.3378895,7741,20180928,-2.12,0.006,-4.82,0.01
PD4-116.2,PD4,116.2,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4829.771429,796.3018342,9272,20190201,-1.38,0.013,-5.11,0.014
G6-29,G6,29,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4829.8,796.3006584,25119,20240905,-1.51,0.0064,-3.01,0.0094
R1-309.8,R1,309.8,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4830.067443,796.2896525,7742,20180928,-2.33,0.003,-4.22,0.007
PD4-117,PD4,117,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4830.244898,796.2823499,9273,20190201,-1.53,0.009,-5.11,0.016
PD4-118.5,PD4,118.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4831.132653,796.2458167,9270,20190201,-1.41,0.009,-4.5,0.005
R1-312,R1,312,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4831.356818,796.2365918,7744,20180928,0.25,0.006,-6.4,0.011
R1-314.3,R1,314.3,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4832.704801,796.1811193,7745,20180928,-1.71,0.01,-3.91,0.013
G6-32,G6,32,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4832.8,796.1772016,25121,20240905,-0.29,0.0132,-1.82,0.0396
PD4-121.8,PD4,121.8,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4833.085714,796.1654439,9264,20190201,-1.45,0.006,-3.69,0.014
PD4-122.5,PD4,122.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4833.5,796.1483951,9275,20190201,-1.95,0.011,-4.02,0.016
R1-316.1,R1,316.1,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4833.759744,796.137706,7746,20180928,-1.95,0.008,-4.67,0.014
PD4-123,PD4,123,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4833.795918,796.1362174,9280,20190201,-1.99,0.006,-3.62,0.008
PD4-124.5,PD4,124.5,Akademikerbreen,Svanbergfjellet,Lower Limestone,4834.683673,796.1082211,9281,20190201,-1.94,0.007,-3.78,0.016
R1-318.1,R1,318.1,Akademikerbreen,Svanbergfjellet,Lower Limestone,4834.931903,796.0989588,7748,20180928,-1.81,0.007,-5.01,0.006
PD4-125-BROWN,PD4,125,Akademikerbreen,Svanbergfjellet,Lower Limestone,4834.979592,796.0971794,9284,20190201,-1.29,0.009,-5.1,0.017
PD4-125-GRAY,PD4,125,Akademikerbreen,Svanbergfjellet,Lower Limestone,4834.979592,796.0971794,9288,20190201,-1.66,0.012,-4.33,0.008
PD4-126.1,PD4,126.1,Akademikerbreen,Svanbergfjellet,Lower Limestone,4835.630612,796.0728876,9283,20190201,-1.09,0.004,-4.87,0.006
R1-320.2,R1,320.2,Akademikerbreen,Svanbergfjellet,Lower Limestone,4836.16267,796.0530347,7743,20180928,-1.4,0.004,-4.23,0.003
PD4-127,PD4,127,Akademikerbreen,Svanbergfjellet,Lower Limestone,4836.163265,796.0530125,9286,20190201,-1.12,0.004,-3.05,0.012
PD4-127.9,PD4,127.9,Akademikerbreen,Svanbergfjellet,Lower Limestone,4836.695918,796.0331374,9282,20190201,-1.38,0.013,-3.36,0.017
R1-322.3,R1,322.3,Akademikerbreen,Svanbergfjellet,Lower Limestone,4837.393438,796.0071105,7749,20180928,-0.32,0.005,-4.57,0.006
PD4-137.7,PD4,137.7,Akademikerbreen,Svanbergfjellet,Lower Limestone,4842.495918,795.8167195,9274,20190201,1.91,0.008,-8.48,0.006
PD4-139.8,PD4,139.8,Akademikerbreen,Svanbergfjellet,Lower Limestone,4843.738776,795.7703442,9285,20190201,2.01,0.009,-3.94,0.014
G6-43.3,G6,43.3,Akademikerbreen,Svanbergfjellet,Lower Limestone,4844.1,795.7568657,25125,20240905,2.34,0.0064,-5.54,0.0065
PD4-140.6,PD4,140.6,Akademikerbreen,Svanbergfjellet,Lower Limestone,4844.212245,795.7526774,9293,20190201,3.04,0.004,-2.59,0.008
R1-334.5,R1,334.5,Akademikerbreen,Svanbergfjellet,Lower Limestone,4844.543608,795.7403131,7750,20180928,2.25,0.007,-5.96,0.005
R1-335.8,R1,335.8,Akademikerbreen,Svanbergfjellet,Lower Limestone,4845.305511,795.7118839,7752,20180928,2.32,0.007,-6.23,0.011
PD4-144,PD4,144,Akademikerbreen,Svanbergfjellet,Lower Limestone,4846.22449,795.6775937,9290,20190201,2.12,0.009,-6.05,0.013
R1-338,R1,338,Akademikerbreen,Svanbergfjellet,Lower Limestone,4846.594886,795.6637729,7753,20180928,3.29,0.005,-6.15,0.007
PD4-144.8,PD4,144.8,Akademikerbreen,Svanbergfjellet,Lower Limestone,4846.697959,795.6599269,9291,20190201,2.18,0.006,-5.52,0.003
PD4-146,PD4,146,Akademikerbreen,Svanbergfjellet,Lower Limestone,4847.408163,795.6334267,9294,20190201,2.27,0.007,-5.95,0.01
R1-340,R1,340,Akademikerbreen,Svanbergfjellet,Lower Limestone,4847.767045,795.6200356,7754,20180928,3.25,0.006,-4.93,0.008
PD4-147,PD4,147,Akademikerbreen,Svanbergfjellet,Lower Limestone,4848,795.6113433,9296,20190201,2.4,0.009,-6.13,0.014
PD4-148-GRAY,PD4,148,Akademikerbreen,Svanbergfjellet,Lower Limestone,4848.591837,795.5892598,9289,20190201,2.34,0.002,-6.93,0.007
PD4-148-BROWN,PD4,148,Akademikerbreen,Svanbergfjellet,Lower Limestone,4848.591837,795.5892598,9292,20190201,2.38,0.003,-6.63,0.01
R1-342,R1,342,Akademikerbreen,Svanbergfjellet,Lower Limestone,4848.939205,795.5762983,7756,20180928,2.89,0.004,-5.92,0.011
R1-344,R1,344,Akademikerbreen,Svanbergfjellet,Lower Limestone,4850.111364,795.5325611,7757,20180928,4.12,0.002,-4.39,0.008
G6-50.3,G6,50.3,Akademikerbreen,Svanbergfjellet,Lower Limestone,4851.1,795.4956716,25126,20240905,2.58,0.0046,-5.41,0.0071
R1-346,R1,346,Akademikerbreen,Svanbergfjellet,Lower Limestone,4851.283523,795.4888238,7758,20180928,3.19,0.01,-5.75,0.014
R1-348,R1,348,Akademikerbreen,Svanbergfjellet,Lower Limestone,4852.455682,795.4450865,7751,20180928,3.28,0.006,-6.06,0.017
R1-350,R1,350,Akademikerbreen,Svanbergfjellet,Lower Limestone,4853.627841,795.4013492,7760,20180928,3.96,0.004,-5.9,0.004
R1-352,R1,352,Akademikerbreen,Svanbergfjellet,Lower Limestone,4854.8,795.3576119,7759,20180928,4.06,0.009,-5.44,0.012
G6-54,G6,54,Akademikerbreen,Svanbergfjellet,Lower Limestone,4854.8,795.3576119,25127,20240905,2.73,0.0079,-5.78,0.0171
G6-54,G6,54,Akademikerbreen,Svanbergfjellet,Lower Limestone,4854.8,795.3576119,25128,20240905,2.68,0.0065,-6.07,0.0093
G6-63.5,G6,63.5,Akademikerbreen,Svanbergfjellet,Lower Limestone,4864.3,795.0031343,25129,20240905,3.78,0.0173,-3.45,0.0168
G6-64,G6,64,Akademikerbreen,Svanbergfjellet,Lower Limestone,4864.8,794.9844776,25130,20240905,3.88,0.0252,-3.92,0.0353
G6-65.5,G6,65.5,Akademikerbreen,Svanbergfjellet,Lower Limestone,4866.3,794.9285075,25131,20240905,3.8,0.0072,-5.07,0.0106
G6-70.2,G6,70.2,Akademikerbreen,Svanbergfjellet,Lower Limestone,4871,794.7531343,25134,20240905,3.94,0.0235,-4.47,0.0296
G6-71.3,G6,71.3,Akademikerbreen,Svanbergfjellet,Lower Limestone,4872.1,794.7120896,25135,20240905,3.79,0.0015,-5.52,0.0079
G6-73,G6,73,Akademikerbreen,Svanbergfjellet,Lower Limestone,4873.8,794.6486567,25136,20240905,4.45,0.0096,-3.09,0.015
G6-74,G6,74,Akademikerbreen,Svanbergfjellet,Lower Limestone,4874.8,794.6113433,25137,20240905,3.93,0.0194,-5.48,0.0236
G6-75.8,G6,75.8,Akademikerbreen,Svanbergfjellet,Lower Limestone,4876.6,794.5441791,25138,20240905,4.29,0.015,-2.66,0.0245
G6-79,G6,79,Akademikerbreen,Svanbergfjellet,Lower Limestone,4879.8,794.4247761,25139,20240905,3.96,0.0029,-4.29,0.0112
G6-82,G6,82,Akademikerbreen,Svanbergfjellet,Lower Limestone,4882.8,794.3128358,25303,20240919,4.7,0.0074,-5.78,0.0138
G6-85,G6,85,Akademikerbreen,Svanbergfjellet,Lower Limestone,4885.8,794.2008955,25304,20240919,-11.86,2.7705,-33.48,5.7157
G6-88,G6,88,Akademikerbreen,Svanbergfjellet,Lower Limestone,4888.8,794.0889552,25305,20240919,4.25,0.016,-6.4,0.0203
G6-92,G6,92,Akademikerbreen,Svanbergfjellet,Lower Limestone,4892.8,793.9397015,25306,20240919,5.28,0.0066,-4.83,0.0078
G6-99,G6,99,Akademikerbreen,Svanbergfjellet,Lower Limestone,4899.8,793.6785075,25307,20240919,4.58,0.0201,-4.85,0.0273
G6-103.5,G6,103.5,Akademikerbreen,Svanbergfjellet,Lower Limestone,4904.3,793.510597,25175,20240906,5.17,0.01,-6.04,0.0123
G6-107,G6,107,Akademikerbreen,Svanbergfjellet,Lower Limestone,4907.8,793.38,25176,20240906,4.12,0.024,-4.49,0.0315
G6-108,G6,108,Akademikerbreen,Svanbergfjellet,Lower Limestone,4908.8,793.3426866,25177,20240906,5.06,0.0028,-3.28,0.0035
G6-116,G6,116,Akademikerbreen,Svanbergfjellet,Lower Limestone,4916.8,793.0441791,25178,20240906,6.29,0.0063,-5.3,0.0084
G6-120,G6,120,Akademikerbreen,Svanbergfjellet,Lower Limestone,4920.8,792.8949254,25182,20240906,6.92,0.0161,-4.83,0.0206
G6-126,G6,126,Akademikerbreen,Svanbergfjellet,Lower Limestone,4926.8,792.6710448,25183,20240906,6.52,0.0045,-5.47,0.0101
G6-129,G6,129,Akademikerbreen,Svanbergfjellet,Lower Limestone,4929.8,792.5591045,25184,20240906,6.23,0.0041,-5.46,0.0042
G6-132,G6,132,Akademikerbreen,Svanbergfjellet,Lower Limestone,4932.8,792.4471642,25185,20240906,6.69,0.0062,-4.95,0.0112
G6-137.5,G6,137.5,Akademikerbreen,Svanbergfjellet,Lower Limestone,4938.3,792.2419403,25186,20240906,7.05,0.0032,-5.35,0.0052
G6-143,G6,143,Akademikerbreen,Svanbergfjellet,Lower Limestone,4943.8,792.0367164,25187,20240906,5.93,0.0019,-5.48,0.0046
G6-148.5,G6,148.5,Akademikerbreen,Svanbergfjellet,Lower Limestone,4949.3,791.8314925,25188,20240906,5.97,0.0257,-5.59,0.036
G6-150.8,G6,150.8,Akademikerbreen,Svanbergfjellet,Lower Limestone,4951.6,791.7456716,25104,20240903,4.76,0.0053,-7.77,0.004
G6-151.5,G6,151.5,Akademikerbreen,Svanbergfjellet,Lower Limestone,4952.3,791.7195522,25105,20240903,5.07,0.0164,-4.15,0.0202
G6-157,G6,157,Akademikerbreen,Svanbergfjellet,Lower Limestone,4957.8,791.5143284,25106,20240903,4.55,0.0253,-3.41,0.0449
G6-167,G6,167,Akademikerbreen,Svanbergfjellet,Lower Limestone,4967.8,791.141194,25107,20240903,4.45,0.0263,-6.28,0.0302
G6-171,G6,171,Akademikerbreen,Svanbergfjellet,Lower Limestone,4971.8,790.9919403,25108,20240903,4.54,0.0169,-6.58,0.0212
G6-173,G6,173,Akademikerbreen,Svanbergfjellet,Lower Limestone,4973.8,790.9173134,25109,20240903,4.76,0.028,-5.2,0.0355
G3-0,G3,0,Akademikerbreen,Svanbergfjellet,Lower Limestone,4976.8,790.8053731,14154,20210706,5.21,0.004,-5.41,0.0018
G3-0,G3,0,Akademikerbreen,Svanbergfjellet,Lower Limestone,4976.8,790.8053731,16169,20220125,5.25,0.0046,-5.36,0.0081
G3-0.25,G3,0.25,Akademikerbreen,Svanbergfjellet,Lower Limestone,4977.05,790.7960448,16170,20220125,5.78,0.0037,-5.36,0.0061
G3-0.7,G3,0.7,Akademikerbreen,Svanbergfjellet,Lower Limestone,4977.5,790.7792537,16171,20220125,3.67,0.0047,-7.1,0.0118
G3-1.4,G3,1.4,Akademikerbreen,Svanbergfjellet,Lower Limestone,4978.2,790.7531343,14155,20210706,4.8,0.0041,-5.02,0.0069
G3-1.4,G3,1.4,Akademikerbreen,Svanbergfjellet,Lower Limestone,4978.2,790.7531343,16172,20220125,4.79,0.004,-5.06,0.0065
G3-2.3,G3,2.3,Akademikerbreen,Svanbergfjellet,Lower Limestone,4979.1,790.7195522,16173,20220125,4.32,0.0036,-5.55,0.0045
G3-2.9,G3,2.9,Akademikerbreen,Svanbergfjellet,Lower Limestone,4979.7,790.6971642,14156,20210706,3.91,0.0031,-5.93,0.0081
G3-2.9,G3,2.9,Akademikerbreen,Svanbergfjellet,Lower Limestone,4979.7,790.6971642,16174,20220125,3.87,0.0049,-6.03,0.0056
G3-3.8,G3,3.8,Akademikerbreen,Svanbergfjellet,Lower Limestone,4980.6,790.6635821,14157,20210706,3.6,0.0026,-5.34,0.0045
G3-3.8,G3,3.8,Akademikerbreen,Svanbergfjellet,Lower Limestone,4980.6,790.6635821,16175,20220125,3.5,0.006,-5.59,0.0071
G3-4.8,G3,4.8,Akademikerbreen,Svanbergfjellet,Lower Limestone,4981.6,790.6262687,16176,20220125,2.99,0.0042,-6.11,0.0046
G3-5.3,G3,5.3,Akademikerbreen,Svanbergfjellet,Lower Limestone,4982.1,790.6076119,14158,20210706,2.65,0.0041,-3.36,0.0062
G3-5.9,G3,5.9,Akademikerbreen,Svanbergfjellet,Lower Limestone,4982.7,790.5852239,16177,20220125,3.51,0.0039,-4.47,0.0829
G3-6,G3,6,Akademikerbreen,Svanbergfjellet,Lower Limestone,4982.8,790.5814925,16180,20220125,2.5,0.0051,-3.08,0.0066
G3-6.4,G3,6.4,Akademikerbreen,Svanbergfjellet,Lower Limestone,4983.2,790.5665672,16181,20220125,3.44,0.0053,-3.8,0.0064
G3-7,G3,7,Akademikerbreen,Svanbergfjellet,Lower Limestone,4983.8,790.5441791,14159,20210706,3.18,0.0098,-4.07,0.0068
G3-7,G3,7,Akademikerbreen,Svanbergfjellet,Lower Limestone,4983.8,790.5441791,16182,20220125,3.15,0.0102,-3.92,0.0124
G3-9.3,G3,9.3,Akademikerbreen,Svanbergfjellet,Lower Limestone,4986.1,790.4583582,14160,20210706,3.87,0.0072,-5.38,0.0092
G3-9.3,G3,9.3,Akademikerbreen,Svanbergfjellet,Lower Limestone,4986.1,790.4583582,16183,20220125,10.3,0.1822,3.61,0.2643
G3-9.4,G3,9.4,Akademikerbreen,Svanbergfjellet,Lower Limestone,4986.2,790.4546269,16184,20220125,3.42,0.0044,-5.64,0.0063
G3-10.2,G3,10.2,Akademikerbreen,Svanbergfjellet,Lower Limestone,4987,790.4247761,14161,20210706,-0.24,0.0182,-12.18,0.0363
G3-10.5,G3,10.5,Akademikerbreen,Svanbergfjellet,Lower Limestone,4987.3,790.4135821,16185,20220125,4,0.0045,-7.32,0.007
G3-11.3,G3,11.3,Akademikerbreen,Svanbergfjellet,Lower Limestone,4988.1,790.3837313,16186,20220125,3.34,0.0032,-3.36,0.0064
G3-11.5,G3,11.5,Akademikerbreen,Svanbergfjellet,Lower Limestone,4988.3,790.3762687,14162,20210706,3.91,0.0082,-6.15,0.0026
G3-13,G3,13,Akademikerbreen,Svanbergfjellet,Lower Limestone,4989.8,790.3202985,14165,20210706,3.77,0.0037,-2.98,0.0046
G3-13,G3,13,Akademikerbreen,Svanbergfjellet,Lower Limestone,4989.8,790.3202985,16187,20220125,3.78,0.0045,-2.86,0.008
G3-15.8,G3,15.8,Akademikerbreen,Svanbergfjellet,Lower Limestone,4992.6,790.2158209,14166,20210706,4.42,0.0026,-5.96,0.0081
G3-15.8F,G3,15.8,Akademikerbreen,Svanbergfjellet,Lower Limestone,4992.6,790.2158209,16188,20220125,4.46,0.0028,-5.96,0.0078
G3-18,G3,18,Akademikerbreen,Svanbergfjellet,Lower Limestone,4994.8,790.1337313,16191,20220125,3.69,0.0055,-5.78,0.0025
G3-19,G3,19,Akademikerbreen,Svanbergfjellet,Lower Limestone,4995.8,790.0964179,16192,20220125,5.13,0.0056,-5.33,0.0027
G3-20.1,G3,20.1,Akademikerbreen,Svanbergfjellet,Lower Limestone,4996.9,790.0553731,16193,20220125,5.37,0.0063,-6.22,0.0049
