TABLE DR5. C & O ISOTOPIC DATA FOR THE LOMFJORDEN AND LOWER HINLOPENSTRETET SUPERGROUP CARBONATES,,,,,,,,,,,,,
Sample Name,Section,Section Height (m),Group,Formation,Member,Composite Height (m),Sample Age (Ma),UID,Session,𝞭13CVPDB,𝞭13CVPDB standard error,𝞭18OVPDB,𝞭18OVPDB startdard error
PD2-0.9,PD2,0.9,Akademikerbreen,Draken,,5217.137577,773.9334496,21701,20240117,7.27,0.0056,-3.08,0.01
PD2-1,PD2,1,Akademikerbreen,Draken,,5217.195361,773.9245599,21702,20240117,6.95,0.0077,-3.74,0.0075
G3-240.4,G3,240.4,Akademikerbreen,Draken,,5217.2,773.9238462,16322,20220201,5.61,0.0031,-2.3,0.0077
PD2-1.3,PD2,1.3,Akademikerbreen,Draken,,5217.368711,773.8978906,21703,20240117,7.17,0.0049,-2.72,0.0076
G3-241,G3,241,Akademikerbreen,Draken,,5217.8,773.8315385,16323,20220201,6.99,0.0059,-2.64,0.007
PD2-2.8,PD2,2.8,Akademikerbreen,Draken,,5218.235464,773.764544,21704,20240117,6.35,0.0221,-1.24,0.0365
PD2-3,PD2,3,Akademikerbreen,Draken,,5218.351031,773.7467645,21705,20240117,6.37,0.0465,-1.45,0.0673
PD2-3,PD2,3,Akademikerbreen,Draken,,5218.351031,773.7467645,22443,20240304,6.33,0.0062,-1.49,0.012
PD2-4,PD2,4,Akademikerbreen,Draken,,5218.928866,773.6578668,21706,20240117,6.98,0.0241,-4.08,0.0243
PD2-5,PD2,5,Akademikerbreen,Draken,,5219.506701,773.5689691,21707,20240117,7.05,0.0053,-3.82,0.0109
PD2-5.4,PD2,5.4,Akademikerbreen,Draken,,5219.737835,773.53341,21710,20240117,7.62,0.0067,-2.68,0.0079
G3-244,G3,244,Akademikerbreen,Draken,,5220.8,773.37,16324,20220201,6.28,0.0082,-4.48,0.0068
PD2-7.5,PD2,7.5,Akademikerbreen,Draken,,5220.951289,773.3467248,21711,20240117,7.48,0.0057,-1.93,0.0106
PD2-7.6,PD2,7.6,Akademikerbreen,Draken,,5221.009072,773.3378351,21712,20240117,7.56,0.0086,-1.49,0.0125
PD2-8.5,PD2,8.5,Akademikerbreen,Draken,,5221.529124,773.2578271,21713,20240117,7.07,0.0041,-4.24,0.0079
PD2-8.8,PD2,8.8,Akademikerbreen,Draken,,5221.702474,773.2311578,21714,20240117,6.88,0.0392,-1.91,0.058
PD2-9.15,PD2,9.15,Akademikerbreen,Draken,,5221.904716,773.2000436,21715,20240117,5.41,0.0463,-1.75,0.0655
PD2-9.15,PD2,9.15,Akademikerbreen,Draken,,5221.904716,773.2000436,22444,20240304,5.45,0.0079,-1.66,0.0164
G3-245.7,G3,245.7,Akademikerbreen,Draken,,5222.5,773.1084615,16325,20220201,5.74,0.0063,-5.2,0.0064
PD2-10.6,PD2,10.6,Akademikerbreen,Draken,,5222.742577,773.071142,21716,20240117,7.49,0.0048,-2.15,0.0092
PD2-10.7,PD2,10.7,Akademikerbreen,Draken,,5222.800361,773.0622522,21717,20240117,7.48,0.004,-2.47,0.006
PD2-12.15,PD2,12.15,Akademikerbreen,Draken,,5223.638222,772.9333505,21720,20240117,5.45,0.0082,-3.99,0.0216
PD2-13.3,PD2,13.3,Akademikerbreen,Draken,,5224.302732,772.8311182,21721,20240117,6.52,0.0067,-2.23,0.0089
PD2-13.35,PD2,13.35,Akademikerbreen,Draken,,5224.331624,772.8266733,21722,20240117,6.43,0.0048,-3.11,0.0029
G3-248.3,G3,248.3,Akademikerbreen,Draken,,5225.1,772.7084615,16326,20220201,6.67,0.0051,-3.17,0.0098
PD2-16,PD2,16,Akademikerbreen,Draken,,5225.862887,772.5910944,21723,20240117,5.77,0.0079,-2.08,0.0046
PD2-18.8,PD2,18.8,Akademikerbreen,Draken,,5227.480825,772.3421808,21724,20240117,5.36,0.0084,-4.49,0.0121
PD2-19,PD2,19,Akademikerbreen,Draken,,5227.596392,772.3244013,21725,20240117,4.88,0.0086,-2.51,0.0115
PD2-19.3,PD2,19.3,Akademikerbreen,Draken,,5227.769742,772.297732,21730,20240119,5.43,0.0141,-2.33,0.0286
PD2-20,PD2,20,Akademikerbreen,Draken,,5228.174227,772.2355036,21731,20240119,2.86,0.0066,-6.77,0.0147
PD2-21,PD2,21,Akademikerbreen,Draken,,5228.752062,772.1466059,21732,20240119,6.88,0.0035,-3.05,0.0049
PD2-21.4,PD2,21.4,Akademikerbreen,Draken,,5228.983196,772.1110468,21733,20240119,6.71,0.0041,-2.66,0.005
PD2-22,PD2,22,Akademikerbreen,Draken,,5229.329897,772.0577082,21734,20240119,6.83,0.0214,-2.03,0.0393
PD2-22.1,PD2,22.1,Akademikerbreen,Draken,,5229.38768,772.0488184,21735,20240119,6.81,0.0071,-3.01,0.01
PD2-gt25,PD2,25,Akademikerbreen,Draken,,5231.063402,771.7910151,21736,20240119,3.85,0.0073,-4.49,0.0138
PD2-26.1,PD2,26.1,Akademikerbreen,Draken,,5231.699021,771.6932276,21737,20240119,6.18,0.0028,-2.56,0.0039
PD2-27.9,PD2,27.9,Akademikerbreen,Draken,,5232.739124,771.5332117,21740,20240119,6,0.0032,-2.94,0.0066
PD2-28,PD2,28,Akademikerbreen,Draken,,5232.796907,771.524322,21741,20240119,5.4,0.0045,-4.24,0.0072
G3-256,G3,256,Akademikerbreen,Draken,,5232.8,771.5238462,16327,20220201,5.68,0.0036,-3.86,0.0071
G3-256.4,G3,256.4,Akademikerbreen,Draken,,5233.2,771.4623077,16328,20220201,5.58,0.0053,-4.82,0.0075
PD2-30.6,PD2,30.6,Akademikerbreen,Draken,,5234.299278,771.2931879,21742,20240119,7.05,0.0024,-2.65,0.0077
PD2-32,PD2,32,Akademikerbreen,Draken,,5235.108247,771.1687312,21743,20240119,6.85,0.007,-2.48,0.0072
PD2-34,PD2,34,Akademikerbreen,Draken,,5236.263918,770.9909358,21744,20240119,6.46,0.0047,-4.58,0.0135
PD2-36.8,PD2,36.8,Akademikerbreen,Draken,,5237.881856,770.7420222,21745,20240119,6.1,0.0071,-3.26,0.0235
G1-0,G1,0,Akademikerbreen,Draken,,5238.4,770.6623077,16010,20220118,6.05,0.0044,-4.96,0.0061
PD2-38,PD2,38,Akademikerbreen,Draken,,5238.575258,770.635345,21746,20240119,6.51,0.0044,-4.95,0.0084
G1-0.3,G1,0.3,Akademikerbreen,Draken,,5238.7,770.6161538,16011,20220118,5.65,0.0115,-4.8,0.0186
G1-0.6,G1,0.6,Akademikerbreen,Draken,,5239,770.57,16012,20220118,6.04,0.0029,-3.13,0.0019
G1-0.9,G1,0.9,Akademikerbreen,Draken,,5239.3,770.5238462,16013,20220118,6.36,0.0023,-3.06,0.0039
PD2-43.7,PD2,43.7,Akademikerbreen,Draken,,5241.868918,770.1286281,21747,20240119,6.23,0.0369,-3.26,0.0562
PD2-43.7,PD2,43.7,Akademikerbreen,Draken,,5241.868918,770.1286281,21750,20240119,6.26,0.0043,-3.62,0.0044
PD2-43.8,PD2,43.8,Akademikerbreen,Draken,,5241.926701,770.1197383,21751,20240119,6.22,0.0044,-3.2,0.0125
PD2-45,PD2,45,Akademikerbreen,Draken,,5242.620103,770.0130611,21752,20240119,6.46,0.0071,-3.66,0.0181
PD2-45-float,PD2,45,Akademikerbreen,Draken,,5242.620103,770.0130611,21753,20240119,6.42,0.0121,-2.85,0.0078
PD2-45.1,PD2,45.1,Akademikerbreen,Draken,,5242.677887,770.0041713,21754,20240119,6.62,0.0035,-3.62,0.0077
PD2-46,PD2,46,Akademikerbreen,Draken,,5243.197938,769.9241634,21755,20240119,5.76,0.0051,-4.41,0.0125
PD2-47.1,PD2,47.1,Akademikerbreen,Draken,,5243.833557,769.8263759,21760,20240120,6.06,0.0073,-2.69,0.0122
PD2-47.15,PD2,47.15,Akademikerbreen,Draken,,5243.862448,769.821931,21761,20240120,5.72,0.0045,-3.26,0.0061
PD2-47.3,PD2,47.3,Akademikerbreen,Draken,,5243.949124,769.8085964,21762,20240120,5.59,0.0061,-2.55,0.0118
PD2-47.9,PD2,47.9,Akademikerbreen,Draken,,5244.295825,769.7552577,21763,20240120,5.41,0.0042,-2.44,0.0088
G1-6,G1,6,Akademikerbreen,Draken,,5244.4,769.7392308,16014,20220118,5.46,0.0041,-4.15,0.0055
PD2-48.5,PD2,48.5,Akademikerbreen,Draken,,5244.642526,769.7019191,21764,20240120,5.01,0.0244,-3.68,0.033
G1-6.3,G1,6.3,Akademikerbreen,Draken,,5244.7,769.6930769,16015,20220118,5.8,0.0041,-2.6,0.0079
G1-6.4A,G1,6.4,Akademikerbreen,Draken,,5244.8,769.6776923,16016,20220118,5.25,0.0053,-2.78,0.0041
G1-6.5,G1,6.5,Akademikerbreen,Draken,,5244.9,769.6623077,16017,20220118,5.6,0.0063,-2.6,0.0113
PD2-49.9a,PD2,49.9,Akademikerbreen,Draken,,5245.451495,769.5774623,21765,20240120,5.13,0.0033,-5.18,0.0083
PD2-49.9b,PD2,49.9,Akademikerbreen,Draken,,5245.451495,769.5774623,21766,20240120,5.16,0.0055,-3.49,0.0098
PD2-50.1,PD2,50.1,Akademikerbreen,Draken,,5245.567062,769.5596828,21767,20240120,4.89,0.0079,-4.07,0.0089
G1-7.4,G1,7.4,Akademikerbreen,Draken,,5245.8,769.5238462,16018,20220118,5.19,0.0079,-4.17,0.0109
G1-7.5A,G1,7.5,Akademikerbreen,Draken,,5245.9,769.5084615,16021,20220118,5.42,0.0038,-2.63,0.006
G1-7.6,G1,7.6,Akademikerbreen,Draken,,5246,769.4930769,16022,20220118,5.39,0.002,-3.05,0.008
G1-8,G1,8,Akademikerbreen,Draken,,5246.4,769.4315385,16023,20220118,5.36,0.0051,-3.17,0.0079
PD2-52,PD2,52,Akademikerbreen,Draken,,5246.664948,769.3907772,21770,20240120,4.34,0.0052,-3.65,0.0069
PD2-53.2,PD2,53.2,Akademikerbreen,Draken,,5247.358351,769.2840999,21771,20240120,4.52,0.0066,-4.05,0.01
G1-9.1,G1,9.1,Akademikerbreen,Draken,,5247.5,769.2623077,16024,20220118,5.63,0.0041,-5.05,0.0051
G1-9.9,G1,9.9,Akademikerbreen,Draken,,5248.3,769.1392308,16025,20220118,4.9,0.0038,-4.03,0.0058
G1-10.3,G1,10.3,Akademikerbreen,Draken,,5248.7,769.0776923,16026,20220118,4.72,0.0025,-5.04,0.0084
G1-10.7,G1,10.7,Akademikerbreen,Draken,,5249.1,769.0161538,16027,20220118,4.59,0.0031,-3.02,0.0069
PD2-57.9,PD2,57.9,Akademikerbreen,Draken,,5250.074175,768.8662807,21772,20240120,4.94,0.0051,-4.89,0.0039
PD2-59,PD2,59,Akademikerbreen,Draken,,5250.709794,768.7684933,21773,20240120,4.89,0.0128,-5.26,0.0222
PD2-59,PD2,59,Akademikerbreen,Draken,,5250.709794,768.7684933,22445,20240304,4.98,0.0147,-5.15,0.0096
PD2-61,PD2,61,Akademikerbreen,Draken,,5251.865464,768.5906979,21774,20240120,2.73,0.0499,-3.53,0.0728
PD2-61,PD2,61,Akademikerbreen,Draken,,5251.865464,768.5906979,22446,20240304,2.88,0.011,-3.57,0.0241
G1-14,G1,14,Akademikerbreen,Draken,,5252.4,768.5084615,16028,20220118,5.21,0.0076,-5,0.0096
G1-14.1,G1,14.1,Akademikerbreen,Draken,,5252.5,768.4930769,16029,20220118,4.65,0.0043,-2.87,0.0069
PD2-62.3,PD2,62.3,Akademikerbreen,Draken,,5252.616649,768.4751308,21775,20240120,3.68,0.0064,-3.41,0.009
PD2-62.4,PD2,62.4,Akademikerbreen,Draken,,5252.674433,768.4662411,21776,20240120,3.79,0.0084,-3.18,0.0096
PD2-62.5,PD2,62.5,Akademikerbreen,Draken,,5252.732216,768.4573513,21777,20240120,4.19,0.0075,-2.8,0.0064
PD2-63,PD2,63,Akademikerbreen,Draken,,5253.021134,768.4129025,21780,20240120,4.15,0.0083,-0.58,0.0087
G1-14.7,G1,14.7,Akademikerbreen,Draken,,5253.1,768.4007692,16032,20220118,4.16,0.0042,-4.96,0.0066
PD2-63.4,PD2,63.4,Akademikerbreen,Draken,,5253.252268,768.3773434,21781,20240120,4.25,0.0055,-1.97,0.0085
G1-14.9,G1,14.9,Akademikerbreen,Draken,,5253.3,768.37,16033,20220118,3.66,0.0035,-3.43,0.0079
PD2-63.5,PD2,63.5,Akademikerbreen,Draken,,5253.310052,768.3684536,21782,20240120,4,0.0054,-2.83,0.0068
PD2-64,PD2,64,Akademikerbreen,Draken,,5253.598969,768.3240048,21783,20240120,3.06,0.0074,-4.77,0.0111
PD2-64.1,PD2,64.1,Akademikerbreen,Draken,,5253.656753,768.315115,21784,20240120,2.69,0.0073,-3.01,0.0133
PD2-64.2,PD2,64.2,Akademikerbreen,Draken,,5253.714536,768.3062252,21785,20240120,2.87,0.005,-5.96,0.016
G1-16,G1,16,Akademikerbreen,Draken,,5254.4,768.2007692,16034,20220118,4.3,0.0063,-4.63,0.0052
G1-16.5,G1,16.5,Akademikerbreen,Draken,,5254.9,768.1238462,16035,20220118,3.83,0.0034,-3.47,0.0081
G1-16.8,G1,16.8,Akademikerbreen,Draken,,5255.2,768.0776923,16036,20220118,4.28,0.0022,-1.16,0.0063
G1-17.2,G1,17.2,Akademikerbreen,Draken,,5255.6,768.0161538,16037,20220118,4.36,0.0025,-2.02,0.0056
G1-17.8,G1,17.8,Akademikerbreen,Draken,,5256.2,767.9238462,16038,20220118,4.07,0.0027,-5.5,0.0039
G1-18.2,G1,18.2,Akademikerbreen,Draken,,5256.6,767.8623077,16039,20220118,2.8,0.005,-5.21,0.0019
G1-18.3,G1,18.3,Akademikerbreen,Draken,,5256.7,767.8469231,16040,20220118,3.56,0.0011,-5.93,0.0033
G1-18.4,G1,18.4,Akademikerbreen,Draken,,5256.8,767.8315385,16043,20220118,0.33,0.0165,-8.14,0.0359
G1-18.5,G1,18.5,Akademikerbreen,Draken,,5256.9,767.8161538,16044,20220118,3.48,0.0065,-9.32,0.0079
PD1-0.95,PD1,0.95,Akademikerbreen,Draken,,5257.037088,767.7950634,21670,20240116,3.25,0.0045,-2.68,0.0117
PD1-1,PD1,1,Akademikerbreen,Draken,,5257.065979,767.7906186,21671,20240116,3.28,0.0057,-2.55,0.0069
G1-18.8,G1,18.8,Akademikerbreen,Draken,,5257.2,767.77,16050,20220118,3.6,0.009,-10.04,0.0081
PD1-1.5,PD1,1.5,Akademikerbreen,Draken,,5257.354897,767.7461697,21672,20240116,3.38,0.0147,-2.18,0.0297
PD1-1.85,PD1,1.85,Akademikerbreen,Draken,,5257.557139,767.7150555,21673,20240116,4.43,0.0097,-0.79,0.008
PD1-2.6,PD1,2.6,Akademikerbreen,Draken,,5257.990515,767.6483822,21674,20240116,4.01,0.0215,-1.77,0.0341
PD1-3,PD1,3,Akademikerbreen,Draken,,5258.221649,767.6128232,21675,20240116,3.59,0.013,-5.25,0.0167
PD1-3.2,PD1,3.2,Akademikerbreen,Draken,,5258.337216,767.5950436,21676,20240116,4.03,0.0046,-5.64,0.0187
PD1-4,PD1,4,Akademikerbreen,Draken,,5258.799485,767.5239255,21677,20240116,4.35,0.0137,-5.87,0.0244
G1-20.4,G1,20.4,Akademikerbreen,Draken,,5258.8,767.5238462,16091,20220121,3.24,0.0021,-0.69,0.0031
G1-20.5,G1,20.5,Akademikerbreen,Draken,,5258.9,767.5084615,16096,20220121,3.43,0.0076,-1.15,0.0074
PD1-4.9,PD1,4.9,Akademikerbreen,Draken,,5259.319536,767.4439175,21680,20240116,3.7,0.005,-7.39,0.0095
PD1-5,PD1,5,Akademikerbreen,Draken,,5259.37732,767.4350278,21681,20240116,3.92,0.0027,-3.89,0.0107
PD1-5.3,PD1,5.3,Akademikerbreen,Draken,,5259.55067,767.4083584,21682,20240116,3.27,0.0065,-3.86,0.0052
PD1-5.7,PD1,5.7,Akademikerbreen,Draken,,5259.781804,767.3727994,21683,20240116,3.14,0.0029,-3.2,0.0072
PD1-5.8,PD1,5.8,Akademikerbreen,Draken,,5259.839588,767.3639096,21684,20240116,3.37,0.0059,-4.19,0.0089
G1-21.5,G1,21.5,Akademikerbreen,Draken,,5259.9,767.3546154,16104,20220121,3.64,0.0097,-2.69,0.0131
PD1-6.6,PD1,6.6,Akademikerbreen,Draken,,5260.301856,767.2927914,21685,20240116,2.21,0.0084,-4.64,0.0065
PD1-6.8,PD1,6.8,Akademikerbreen,Draken,,5260.417423,767.2750119,21686,20240116,9.14,1.4242,8.89,2.9037
PD1-6.8,PD1,6.8,Akademikerbreen,Draken,,5260.417423,767.2750119,22439,20240304,3.29,0.0022,-5.77,0.0089
PD1-8.2,PD1,8.2,Akademikerbreen,Draken,,5261.226392,767.1505551,21689,20240116,3.25,0.0147,-4.08,0.0295
G1-22.9,G1,22.9,Akademikerbreen,Draken,,5261.3,767.1392308,16112,20220121,3.82,0.0052,-4.58,0.0054
PD1-8.5,PD1,8.5,Akademikerbreen,Draken,,5261.399742,767.1238858,21690,20240116,3.37,0.0078,-3.43,0.0065
PD1-8.5,PD1,8.5,Akademikerbreen,Draken,,5261.399742,767.1238858,22440,20240304,3.35,0.0036,-3.33,0.0094
G1-23.6,G1,23.6,Akademikerbreen,Draken,,5262,767.0315385,16118,20220121,3.48,0.003,-1.07,0.0078
PD1-10.2,PD1,10.2,Akademikerbreen,Draken,,5262.382062,766.9727597,21691,20240116,3.64,0.0046,-4.55,0.0044
PD1-11.6,PD1,11.6,Akademikerbreen,Draken,,5263.191031,766.8483029,21692,20240116,3.63,0.0057,-2.88,0.0105
PD1-11.8,PD1,11.8,Akademikerbreen,Draken,,5263.306598,766.8305234,21693,20240116,3.7,0.0044,-2.58,0.011
PD1-11.8,PD1,11.8,Akademikerbreen,Draken,,5263.306598,766.8305234,22441,20240304,3.72,0.0027,-2.54,0.0044
PD1-12,PD1,12,Akademikerbreen,Draken,,5263.422165,766.8127439,21694,20240116,3.55,0.005,-3.64,0.0124
PD1-12,PD1,12,Akademikerbreen,Draken,,5263.422165,766.8127439,22442,20240304,3.56,0.0034,-3.66,0.009
PD1-12.4,PD1,12.4,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5263.653299,766.7771848,21695,20240116,3.74,0.0018,-3.51,0.0073
LB-0A,LB,0,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5263.7,766.77,9204,20190210,4.16,0.01,-1.26,0.005
G1-25.3,G1,25.3,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5263.7,766.77,16049,20220118,3.56,0.0049,-6.48,0.0071
PD1-12.6,PD1,12.6,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5263.768866,766.7594052,21696,20240116,2.09,0.0027,-2.53,0.0059
G1-26A,G1,26,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5264.4,766.6874011,16090,20220121,3.36,0.0037,-6.48,0.0072
G1-26B,G1,26,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5264.4,766.6874011,16095,20220121,3.02,0.0056,-5.55,0.0101
LB-1A,LB,1,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5264.7,766.670452,9197,20190210,5.36,0.01,-2.43,0.014
G1-27,G1,27,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5265.4,766.630904,16103,20220121,4.05,0.0056,-2.78,0.0048
G1-27.2,G1,27.2,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5265.6,766.6196045,16111,20220121,3.05,0.0094,-3.28,0.009
LB-2A,LB,2,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5265.7,766.6139548,9192,20190210,5.01,0.007,-3.8,0.016
G1-27.9,G1,27.9,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5266.3,766.5800565,16117,20220121,2.37,0.0043,-2.58,0.0066
LB-3.3A,LB,3.3,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5267,766.5405085,9193,20190210,3.66,0.005,-0.46,0.009
LB-4A,LB,4,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5267.7,766.5009605,9185,20190210,0.59,0.033,-10.75,0.029
G1-31.9,G1,31.9,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5270.3,766.3540678,16048,20220118,3.52,0.0031,-5.74,0.0102
LB-7A,LB,7,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5270.7,766.3314689,9207,20190210,1.85,0.035,-9.11,0.021
G1-33,G1,33,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5271.4,766.2919209,16089,20220121,3.02,0.006,-1.97,0.0126
LB-8A,LB,8,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5271.7,766.2749718,9200,20190210,7.61,0.006,-5.98,0.012
G1-35,G1,35,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5273.4,766.1789266,16094,20220121,3.65,0.0057,-0.31,0.0062
LB-11A,LB,11,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5274.7,766.1054802,9190,20190210,8.21,0.005,-4.77,0.007
LB-12A,LB,12,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5275.7,766.0489831,9187,20190210,8.16,0.007,-2.98,0.013
G1-38.1,G1,38.1,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5276.5,766.0037853,16102,20220121,3.93,0.0088,-1.5,0.0068
LB-13A,LB,13,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5276.7,765.9924859,9208,20190210,8.09,0.012,-6,0.025
LB-13A,LB,13,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5276.7,765.9924859,22689,20240321,8.01,0.0141,-6.11,0.022
G1-39,G1,39,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5277.4,765.9529379,16108,20220121,3.92,0.0066,-2,0.0073
LB-14A,LB,14,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5277.7,765.9359887,9196,20190210,8.17,0.008,-5.17,0.015
G1-39.3,G1,39.3,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5277.7,765.9359887,16116,20220121,2.94,0.0073,-0.28,0.0077
LB-14A,LB,14,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5277.7,765.9359887,22690,20240321,7.99,0.0087,-5.38,0.0146
LB-15A,LB,15,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5278.7,765.8794915,9182,20190210,8.27,0.005,-5.2,0.01
LB-15A,LB,15,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5278.7,765.8794915,22691,20240321,8.08,0.0164,-5.55,0.0234
LB-16A,LB,16,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5279.7,765.8229944,9205,20190210,8.11,0.004,-5.29,0.002
LB-16A,LB,16,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5279.7,765.8229944,22692,20240321,7.88,0.0147,-5.48,0.0213
G1-41.5,G1,41.5,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5279.9,765.8116949,16047,20220118,2.76,0.0041,-2.77,0.0119
LB-17A,LB,17,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5280.7,765.7664972,9199,20190210,7.92,0.002,-4.5,0.007
G1-44.1,G1,44.1,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5282.5,765.6648023,16093,20220121,2.92,0.0064,-3.16,0.0059
LB-19A,LB,19,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5282.7,765.6535028,9189,20190210,7.65,0.005,-4.09,0.013
LB-19A,LB,19,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5282.7,765.6535028,22016,20240216,7.47,0.0196,-4.34,0.0271
G1-44.8,G1,44.8,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5283.2,765.6252542,16101,20220121,3.28,0.0019,-3.13,0.0129
G1-45,G1,45,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5283.4,765.6139548,16107,20220121,3.08,0.005,-2.81,0.0048
LB-20A,LB,20,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5283.7,765.5970056,9184,20190210,7.29,0.003,-5.91,0.009
LB-20A,LB,20,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5283.7,765.5970056,22017,20240216,7.21,0.0051,-6.05,0.0224
G1-45.8,G1,45.8,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5284.2,765.5687571,16115,20220121,3.79,0.0038,-5.81,0.0078
LB-21A,LB,21,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5284.7,765.5405085,9203,20190210,8.33,0.003,-5.9,0.008
LB-21A,LB,21,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5284.7,765.5405085,22018,20240216,8.17,0.0085,-6.06,0.022
LB-22A,LB,22,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5285.7,765.4840113,22019,20240216,8.02,0.0271,-6.06,0.0312
LB-23A,LB,23,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5286.7,765.4275141,22020,20240216,8.51,0.0082,-6,0.0174
LB-24A,LB,24,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5287.7,765.3710169,22021,20240216,8.12,0.0064,-4.54,0.0139
LB-25A,LB,25,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5288.7,765.3145198,22022,20240216,8.01,0.022,-5.98,0.0252
G1-50.4,G1,50.4,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5288.8,765.3088701,16046,20220118,3.65,0.0039,-3.62,0.0062
G1-50.6,G1,50.6,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5289,765.2975706,16054,20220118,-12.56,0.0785,-34.7,0.1378
LB-26A,LB,26,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5289.7,765.2580226,22023,20240216,8.24,0.007,-5.26,0.01
LB-27A,LB,27,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5290.7,765.2015254,22026,20240216,8.04,0.027,-5.07,0.0403
G1-53.2,G1,53.2,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5291.6,765.150678,16092,20220121,4.74,0.0056,-2.83,0.0047
LB-28A,LB,28,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5291.7,765.1450282,22027,20240216,8.03,0.0363,-5.05,0.0543
G1-53.9,G1,53.9,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5292.3,765.1111299,16100,20220121,4.65,0.0079,-2.28,0.0058
G1-54.2,G1,54.2,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5292.6,765.0941808,16106,20220121,4.41,0.004,-3.47,0.0041
LB-29A,LB,29,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5292.7,765.0885311,22028,20240216,7.29,0.0361,-5.21,0.0515
G1-54.4,G1,54.4,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5292.8,765.0828814,16114,20220121,5.12,0.0072,-2.34,0.0061
LB-31A,LB,31,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5294.7,764.9755367,22029,20240216,6.82,0.0039,-5.87,0.0079
LB-32A,LB,32,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5295.7,764.9190395,22030,20240216,6.81,0.0237,-5.08,0.0377
LB-33A,LB,33,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5296.7,764.8625424,22031,20240216,6.49,0.0204,-5.34,0.0392
LB-35.5A,LB,35.5,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5299.2,764.7212994,22032,20240216,7.2,0.039,-4.93,0.0578
LB-37A,LB,37,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5300.7,764.6365537,22033,20240216,6.84,0.0022,-5.62,0.005
LB-38,LB,38,Akademikerbreen,Backlundtoppen,lower Backlundtoppen,5301.7,764.5800565,22036,20240216,7.24,0.1367,-5.06,0.1354
